MARKET,TF,MEAN,BREAKOUT,RTM,RTM_PERCENT,BO_PERCENT,EXIT_PERCENT,STOP_PERC,sharpe_ratio
BTC-LSK,5,20,True,True,2.0,1.0,5.0,10.0,0.757167802544
BTC-PAY,5,20,True,True,2.0,1.0,1.0,15.0,0.319867446092
BTC-LTC,5,8,True,True,2.0,1.0,5.0,5.0,0.220912834295
BTC-DASH,5,20,True,True,2.0,1.0,1.0,15.0,0.343540492364
BTC-BCC,5,8,True,True,2.0,1.0,1.0,15.0,0.00481577521624
BTC-PAY,5,8,True,True,3.0,1.0,1.0,5.0,-0.158050784678
BTC-ADX,5,20,True,True,5.0,1.0,5.0,10.0,0.650209702548
BTC-PAY,5,20,True,True,3.0,1.0,1.0,5.0,0.188729619812
BTC-BAT,5,20,True,True,5.0,1.0,10.0,15.0,0.207653762679
BTC-STRAT,5,8,True,True,2.0,1.0,10.0,15.0,0.0620727542657
BTC-MTL,5,20,True,True,5.0,1.0,10.0,5.0,0.258940274956
BTC-NAV,5,8,True,True,2.0,1.0,10.0,15.0,0.479881991568
BTC-NAV,5,8,True,True,3.0,1.0,1.0,15.0,-0.000754538606576
BTC-MTL,5,8,True,True,2.0,1.0,10.0,10.0,0.179624747261
BTC-XMR,5,20,True,True,5.0,1.0,5.0,15.0,0.376624221662
BTC-ETH,5,20,True,True,2.0,1.0,5.0,10.0,0.166648789931
BTC-APX,5,20,True,True,2.0,1.0,5.0,10.0,0.906520068464
BTC-STRAT,5,8,True,True,2.0,1.0,10.0,10.0,0.104505701324
BTC-LSK,5,20,True,True,3.0,1.0,5.0,5.0,0.774180488144
BTC-RISE,5,20,True,True,2.0,1.0,10.0,5.0,0.88492317506
BTC-XVG,5,20,True,True,5.0,1.0,5.0,15.0,0.446017300975
BTC-NEO,5,8,True,True,2.0,1.0,5.0,5.0,0.338173365286
BTC-TRIG,5,20,True,True,5.0,1.0,10.0,15.0,0.83385395123
BTC-BCC,5,8,True,True,3.0,1.0,1.0,15.0,-0.12906992033
BTC-LSK,5,20,True,True,2.0,1.0,1.0,10.0,0.486806315312
BTC-TRIG,5,20,True,True,3.0,1.0,1.0,5.0,0.353221139935
BTC-DASH,5,20,True,True,5.0,1.0,5.0,10.0,0.288148676338
BTC-OMG,5,8,True,True,3.0,1.0,1.0,5.0,-0.106020620599
BTC-BAT,5,20,True,True,5.0,1.0,1.0,5.0,-0.0550179683369
BTC-RISE,5,20,True,True,3.0,1.0,5.0,15.0,0.989055278601
BTC-STRAT,5,8,True,True,5.0,1.0,5.0,10.0,0.0199284682046
BTC-PAY,5,20,True,True,5.0,1.0,1.0,10.0,-0.0612556317635
BTC-OMG,5,8,True,True,5.0,1.0,10.0,5.0,0.133907743899
BTC-XMR,5,20,True,True,5.0,1.0,10.0,15.0,0.316933622838
BTC-ETH,5,8,True,True,3.0,1.0,1.0,5.0,-0.0942286064281
BTC-OMG,5,20,True,True,5.0,1.0,1.0,5.0,0.0251911122755
BTC-APX,5,8,True,True,5.0,1.0,5.0,5.0,0.279799441165
BTC-LTC,5,20,True,True,3.0,1.0,5.0,15.0,0.311870037475
BTC-XVG,5,8,True,True,5.0,1.0,5.0,5.0,0.0958846445873
BTC-XMR,5,20,True,True,5.0,1.0,5.0,5.0,0.4513464603
BTC-PAY,5,20,True,True,5.0,1.0,10.0,10.0,0.198109226395
BTC-OMG,5,20,True,True,5.0,1.0,5.0,10.0,0.342473244173
BTC-RISE,5,20,True,True,3.0,1.0,1.0,15.0,0.349566480914
BTC-LTC,5,20,True,True,3.0,1.0,10.0,10.0,0.241333030155
BTC-XRP,5,8,True,True,2.0,1.0,5.0,15.0,0.220045979459
BTC-QTUM,5,8,True,True,2.0,1.0,1.0,5.0,0.0638609379811
BTC-LSK,5,20,True,True,2.0,1.0,10.0,5.0,0.508094566262
BTC-XMR,5,8,True,True,3.0,1.0,10.0,10.0,0.282483643198
BTC-BCC,5,20,True,True,3.0,1.0,1.0,10.0,0.427839688689
BTC-NAV,5,20,True,True,5.0,1.0,1.0,15.0,0.177534314528
BTC-NEO,5,8,True,True,2.0,1.0,1.0,15.0,-0.0468647137679
BTC-LSK,5,20,True,True,5.0,1.0,10.0,5.0,0.444739114944
BTC-DASH,5,20,True,True,3.0,1.0,5.0,15.0,0.340049337533
BTC-XVG,5,8,True,True,2.0,1.0,1.0,10.0,-0.0149367556456
BTC-ADX,5,20,True,True,2.0,1.0,1.0,10.0,0.416193505408
BTC-MTL,5,8,True,True,5.0,1.0,10.0,15.0,0.14756400083
BTC-XMR,5,20,True,True,2.0,1.0,10.0,10.0,0.393397141733
BTC-ETC,5,20,True,True,5.0,1.0,10.0,15.0,0.137128821548
BTC-NEO,5,8,True,True,3.0,1.0,1.0,5.0,-0.0181196082799
BTC-NEO,5,20,True,True,3.0,1.0,1.0,15.0,0.0526752149455
BTC-NAV,5,8,True,True,3.0,1.0,10.0,10.0,0.527694021598
BTC-MCO,5,8,True,True,3.0,1.0,1.0,5.0,-0.283315112383
BTC-APX,5,20,True,True,2.0,1.0,1.0,10.0,0.612319017187
BTC-BCC,5,20,True,True,5.0,1.0,5.0,10.0,0.519055035782
BTC-MCO,5,8,True,True,3.0,1.0,5.0,10.0,0.518576344328
BTC-TRIG,5,8,True,True,5.0,1.0,1.0,15.0,-0.156622176154
BTC-ETC,5,20,True,True,2.0,1.0,1.0,10.0,0.398027005605
BTC-BCC,5,20,True,True,3.0,1.0,10.0,5.0,0.456453832562
BTC-NEO,5,20,True,True,3.0,1.0,10.0,5.0,0.291804936278
BTC-APX,5,20,True,True,2.0,1.0,10.0,10.0,0.595356490021
BTC-MTL,5,8,True,True,2.0,1.0,5.0,5.0,0.388981580255
BTC-ETC,5,20,True,True,2.0,1.0,1.0,15.0,0.273588511324
BTC-PAY,5,8,True,True,5.0,1.0,5.0,10.0,-0.0834208687437
BTC-QTUM,5,20,True,True,2.0,1.0,5.0,10.0,0.494661259154
BTC-QTUM,5,20,True,True,2.0,1.0,5.0,5.0,0.579474402272
BTC-ETH,5,8,True,True,2.0,1.0,1.0,5.0,0.0307163813109
BTC-XMR,5,8,True,True,3.0,1.0,1.0,15.0,0.0564657543801
BTC-OMG,5,8,True,True,5.0,1.0,1.0,10.0,-0.250974431544
BTC-STRAT,5,8,True,True,5.0,1.0,5.0,15.0,-0.00742084757239
BTC-XRP,5,20,True,True,3.0,1.0,10.0,5.0,0.315052105512
BTC-XRP,5,20,True,True,5.0,1.0,1.0,10.0,0.0270986215738
BTC-BCC,5,20,True,True,2.0,1.0,10.0,5.0,0.463785825873
BTC-NEO,5,8,True,True,2.0,1.0,10.0,10.0,0.123077425717
BTC-TRIG,5,20,True,True,2.0,1.0,1.0,15.0,0.402264280379
BTC-MTL,5,8,True,True,2.0,1.0,1.0,10.0,0.0458839753526
BTC-XRP,5,20,True,True,2.0,1.0,5.0,15.0,0.458938317748
BTC-LTC,5,20,True,True,2.0,1.0,1.0,5.0,0.432791038134
BTC-TRIG,5,20,True,True,3.0,1.0,10.0,10.0,0.872638591499
BTC-XMR,5,20,True,True,2.0,1.0,10.0,15.0,0.366998634048
BTC-LTC,5,8,True,True,5.0,1.0,5.0,5.0,-0.00316635574081
BTC-RISE,5,8,True,True,5.0,1.0,10.0,10.0,0.452085457432
BTC-ADX,5,20,True,True,3.0,1.0,5.0,5.0,0.88996131518
BTC-PAY,5,8,True,True,5.0,1.0,5.0,5.0,-0.0759254759743
BTC-MCO,5,20,True,True,3.0,1.0,1.0,5.0,0.319817370771
BTC-STRAT,5,8,True,True,3.0,1.0,10.0,15.0,0.0434589802712
BTC-NEO,5,8,True,True,5.0,1.0,10.0,15.0,-0.0741940467544
BTC-MTL,5,20,True,True,3.0,1.0,1.0,5.0,0.143271382822
BTC-ETC,5,8,True,True,3.0,1.0,1.0,15.0,0.078222559252
BTC-LTC,5,8,True,True,3.0,1.0,1.0,5.0,-0.305193902785
BTC-BCC,5,8,True,True,2.0,1.0,1.0,10.0,0.0382520039034
BTC-MCO,5,20,True,True,5.0,1.0,5.0,5.0,0.819058118528
BTC-APX,5,8,True,True,3.0,1.0,1.0,10.0,0.208000059642
BTC-DASH,5,20,True,True,3.0,1.0,1.0,15.0,0.102128213102
BTC-NAV,5,20,True,True,2.0,1.0,10.0,10.0,0.698941255009
BTC-APX,5,20,True,True,3.0,1.0,10.0,5.0,0.612017793431
BTC-BAT,5,20,True,True,2.0,1.0,1.0,10.0,0.463432956971
BTC-ADX,5,8,True,True,3.0,1.0,1.0,10.0,-0.194228675869
BTC-TRIG,5,8,True,True,3.0,1.0,1.0,5.0,-0.238701209007
BTC-APX,5,20,True,True,2.0,1.0,10.0,5.0,0.631913538681
BTC-MCO,5,8,True,True,2.0,1.0,5.0,15.0,0.491801587858
BTC-NAV,5,8,True,True,5.0,1.0,5.0,10.0,0.289490639553
BTC-XRP,5,20,True,True,3.0,1.0,10.0,15.0,0.269466332115
BTC-RISE,5,8,True,True,5.0,1.0,1.0,15.0,-0.144710499354
BTC-XRP,5,20,True,True,3.0,1.0,5.0,10.0,0.469546213784
BTC-TRIG,5,20,True,True,5.0,1.0,10.0,5.0,0.910018319355
BTC-TRIG,5,20,True,True,2.0,1.0,1.0,5.0,0.582516294769
BTC-LTC,5,8,True,True,3.0,1.0,10.0,10.0,0.143718863981
BTC-ETH,5,8,True,True,5.0,1.0,1.0,5.0,-0.127643112354
BTC-BAT,5,20,True,True,3.0,1.0,5.0,15.0,0.402029805943
BTC-NAV,5,20,True,True,2.0,1.0,5.0,15.0,0.969956612257
BTC-DASH,5,20,True,True,5.0,1.0,1.0,15.0,0.00226409749598
BTC-TRIG,5,20,True,True,3.0,1.0,5.0,10.0,1.09408991881
BTC-BCC,5,20,True,True,2.0,1.0,5.0,5.0,0.692401663905
BTC-OMG,5,20,True,True,2.0,1.0,1.0,15.0,0.457657039869
BTC-ETH,5,20,True,True,5.0,1.0,5.0,5.0,0.129195427645
BTC-OMG,5,20,True,True,5.0,1.0,5.0,15.0,0.316262529797
BTC-OMG,5,20,True,True,3.0,1.0,1.0,10.0,0.287487951424
BTC-ADX,5,20,True,True,3.0,1.0,5.0,10.0,0.797067167123
BTC-RISE,5,20,True,True,2.0,1.0,10.0,10.0,0.840704224622
BTC-LTC,5,20,True,True,3.0,1.0,1.0,15.0,0.0832579434703
BTC-ETC,5,20,True,True,2.0,1.0,1.0,5.0,0.465754353179
BTC-PAY,5,8,True,True,5.0,1.0,10.0,10.0,-0.00562465586977
BTC-ETH,5,20,True,True,5.0,1.0,10.0,5.0,0.0598615714877
BTC-MCO,5,8,True,True,2.0,1.0,1.0,5.0,-0.0596670831161
BTC-MTL,5,20,True,True,5.0,1.0,10.0,15.0,0.194932576096
BTC-BCC,5,8,True,True,5.0,1.0,10.0,5.0,0.136775518857
BTC-STRAT,5,20,True,True,3.0,1.0,1.0,15.0,0.0897161697342
BTC-QTUM,5,20,True,True,5.0,1.0,10.0,5.0,0.283993985349
BTC-ETC,5,8,True,True,5.0,1.0,1.0,5.0,-0.0270932173343
